name,current_version,latest_version,security_issues
@babel/plugin-transform-function-name,7.16.7,Unknown,No
@babel/plugin-transform-literals,7.16.7,Unknown,No
@babel/plugin-transform-member-expression-literals,7.16.7,Unknown,No
@babel/plugin-transform-modules-amd,7.16.7,Unknown,No
@babel/plugin-transform-modules-commonjs,7.17.9,Unknown,No
@babel/plugin-transform-modules-systemjs,7.17.8,Unknown,No
@babel/plugin-transform-modules-umd,7.16.7,Unknown,No
@babel/plugin-transform-named-capturing-groups-regex,7.16.8,Unknown,No
@babel/plugin-transform-new-target,7.16.7,Unknown,No
@babel/plugin-transform-object-super,7.16.7,Unknown,No
@babel/plugin-transform-parameters,7.16.7,Unknown,No
@babel/plugin-transform-property-literals,7.16.7,Unknown,No
@babel/plugin-transform-react-display-name,7.16.7,Unknown,No
@babel/plugin-transform-react-jsx-development,7.16.7,Unknown,No
@babel/plugin-transform-react-jsx,7.17.3,Unknown,No
@babel/plugin-transform-react-pure-annotations,7.16.7,Unknown,No
@babel/plugin-transform-regenerator,7.17.9,Unknown,No
@babel/plugin-transform-reserved-words,7.16.7,Unknown,No
@babel/plugin-transform-shorthand-properties,7.16.7,Unknown,No
@babel/plugin-transform-spread,7.16.7,Unknown,No
@babel/plugin-transform-sticky-regex,7.16.7,Unknown,No
@babel/plugin-transform-template-literals,7.16.7,Unknown,No
@babel/plugin-transform-typeof-symbol,7.16.7,Unknown,No
@babel/plugin-transform-typescript,7.16.8,Unknown,No
@babel/plugin-transform-unicode-escapes,7.16.7,Unknown,No
@babel/plugin-transform-unicode-regex,7.16.7,Unknown,No
@babel/preset-flow,7.16.7,Unknown,No
@babel/preset-modules,0.1.5,Unknown,No
@babel/template,7.16.7,Unknown,No
@babel/traverse,7.17.9,Unknown,No
@commitlint/cli,16.2.3,Unknown,No
@commitlint/types,16.2.1,Unknown,No
@cspotcode/source-map-support,0.7.0,Unknown,No
@discoveryjs/json-ext,0.5.7,Unknown,No
@eslint/eslintrc,1.2.1,Unknown,No
@graphql-tools/code-file-loader,7.3.15,Unknown,No
@graphql-tools/graphql-tag-pluck,7.4.2,Unknown,No
@graphql-tools/utils,9.1.3,Unknown,No
@graphql-typed-document-node/core,3.1.2,Unknown,No
@humanwhocodes/config-array,0.9.5,Unknown,No
@jest/core,27.5.1,Unknown,No
@mswjs/cookies,0.1.7,Unknown,No
@mswjs/interceptors,0.12.7,Unknown,No
@nodelib/fs.walk,1.2.8,Unknown,No
@oclif/errors,1.3.5,Unknown,No
@oclif/help,1.0.1,Unknown,No
@oclif/linewrap,1.0.0,Unknown,No
@oclif/parser,3.8.7,Unknown,No
@oclif/plugin-autocomplete,0.3.0,Unknown,No
@oclif/plugin-help,3.3.1,Unknown,No
@oclif/plugin-not-found,1.2.6,Unknown,No
@oclif/plugin-plugins,1.10.11,Unknown,No
@oclif/plugin-warn-if-update-available,1.7.3,Unknown,No
@oclif/screen,1.0.4,Unknown,No
@open-draft/until,1.0.3,Unknown,No
@sentry/browser,6.13.3,Unknown,No
@sentry/cli,1.74.3,Unknown,No
@sentry/node,7.106.0,Unknown,No
@smithy/core,1.3.7,Unknown,No
@smithy/querystring-parser,2.1.4,Unknown,No
@smithy/util-endpoints,1.1.5,Unknown,No
@storybook/addon-backgrounds,6.5.0-alpha.62,Unknown,No
@storybook/addon-controls,6.5.0-alpha.62,Unknown,No
@storybook/addon-docs,6.5.0-alpha.62,Unknown,No
@storybook/addon-measure,6.5.0-alpha.62,Unknown,No
@storybook/addon-outline,6.5.0-alpha.62,Unknown,No
@storybook/addon-toolbars,6.5.0-alpha.62,Unknown,No
@storybook/addon-viewport,6.5.0-alpha.62,Unknown,No
@storybook/addons,6.5.0-alpha.62,Unknown,No
@storybook/api,6.5.0-alpha.62,Unknown,No
@storybook/channel-postmessage,6.5.0-alpha.62,Unknown,No
@storybook/channels,6.5.0-alpha.62,Unknown,No
@storybook/client-api,6.5.0-alpha.62,Unknown,No
@storybook/client-logger,6.5.0-alpha.62,Unknown,No
@storybook/components,6.5.0-alpha.62,Unknown,No
@storybook/core-client,6.5.0-alpha.62,Unknown,No
@storybook/core-common,6.5.0-alpha.62,Unknown,No
@storybook/core-events,6.5.0-alpha.62,Unknown,No
@storybook/core,6.5.0-alpha.62,Unknown,No
@storybook/docs-tools,6.5.0-alpha.62,Unknown,No
@storybook/node-logger,6.5.0-alpha.62,Unknown,No
@storybook/preview-web,6.5.0-alpha.62,Unknown,No
@storybook/react-docgen-typescript-plugin,1.0.2-canary.6.9d540b91e815f8fc2f8829189deb00553559ff63.0,Unknown,No
@storybook/router,6.5.0-alpha.62,Unknown,No
@storybook/semver,7.3.2,Unknown,No
@storybook/store,6.5.0-alpha.62,Unknown,No
@storybook/theming,6.5.0-alpha.62,Unknown,No
@storybook/ui,6.5.0-alpha.62,Unknown,No
@tsconfig/node10,1.0.8,Unknown,No
@tsconfig/node12,1.0.9,Unknown,No
@tsconfig/node14,1.0.1,Unknown,No
@tsconfig/node16,1.0.2,Unknown,No
@types/aria-query,4.2.2,Unknown,No
@types/bonjour,3.5.10,Unknown,No
@types/connect-history-api-fallback,1.3.5,Unknown,No
@types/cookie,0.4.1,Unknown,No
@types/eslint-scope,3.7.3,Unknown,No
@types/estree,0.0.51,Unknown,No
@types/express,4.17.13,Unknown,No
@types/graceful-fs,4.1.5,Unknown,No
@types/history,4.7.11,Unknown,No
@types/html-minifier-terser,6.1.0,Unknown,No
@types/inquirer,8.2.1,Unknown,No
@types/istanbul-lib-coverage,2.0.4,Unknown,No
@types/istanbul-reports,3.0.1,Unknown,No
@types/jest-axe,3.5.4,Unknown,No
@types/js-levenshtein,1.1.1,Unknown,No
@types/json-schema,7.0.11,Unknown,No
@types/lodash,4.14.181,Unknown,No
@types/minimist,1.2.2,Unknown,No
@types/parse-json,4.0.0,Unknown,No
@types/qs,6.9.7,Unknown,No
@types/react-dom,16.9.15,Unknown,No
@types/react-router,5.1.20,Unknown,No
@types/react-test-renderer,18.0.0,Unknown,No
@types/react,16.14.25,Unknown,No
@types/serve-index,1.9.1,Unknown,No
@types/sockjs,0.3.33,Unknown,No
@types/testing-library__jest-dom,5.14.3,Unknown,No
@types/webpack-env,1.16.4,Unknown,No
@types/yargs,16.0.4,Unknown,No
@typescript-eslint/experimental-utils,5.20.0,Unknown,No
@typescript-eslint/scope-manager,5.20.0,Unknown,No
@typescript-eslint/type-utils,5.20.0,Unknown,No
@typescript-eslint/types,5.20.0,Unknown,No
@typescript-eslint/typescript-estree,5.20.0,Unknown,No
@typescript-eslint/utils,5.20.0,Unknown,No
@webassemblyjs/helper-numbers,1.11.1,Unknown,No
@webassemblyjs/helper-wasm-section,1.11.1,Unknown,No
@webassemblyjs/wasm-opt,1.11.1,Unknown,No
@webassemblyjs/wast-parser,1.9.0,Unknown,No
@webpack-cli/configtest,1.1.1,Unknown,No
@webpack-cli/info,1.4.1,Unknown,No
@webpack-cli/serve,1.6.1,Unknown,No
@wry/equality,0.5.3,Unknown,No
@wry/trie,0.3.2,Unknown,No
@xtuc/ieee754,1.2.0,Unknown,No
@xtuc/long,4.2.2,Unknown,No
@zeit/schemas,2.6.0,Unknown,No
accepts,1.3.8,1.3.8,No
acorn-import-assertions,1.8.0,1.9.0,No
acorn-jsx,5.3.2,5.3.2,No
ansi-html-community,0.0.8,0.0.8,No
apollo-boost,0.4.9,0.4.9,No
apollo-codegen-core,0.40.8,0.40.9,No
apollo-codegen-flow,0.38.8,0.38.9,No
apollo-codegen-scala,0.39.8,0.39.9,No
apollo-codegen-swift,0.40.8,0.40.9,No
apollo-codegen-typescript,0.40.8,0.40.9,No
apollo-env,0.10.1,0.10.2,No
apollo-graphql,0.9.6,0.9.7,No
apollo-language-server,1.26.8,1.26.9,No
apollo-link,1.2.14,1.2.14,No
argparse,1.0.10,2.0.1,No
aria-query,4.2.2,5.3.2,No
arr-flatten,1.1.0,1.1.0,No
array-includes,3.1.4,3.1.8,No
array-uniq,1.0.3,3.0.0,No
array-unique,0.3.2,0.3.2,No
array.prototype.flat,1.3.0,1.3.2,No
array.prototype.flatmap,1.3.0,1.3.2,No
ast-types-flow,0.0.7,0.0.8,No
astral-regex,2.0.0,2.0.0,No
asynckit,0.4.0,0.4.0,No
at-least-node,1.0.0,1.0.0,No
attr-accept,2.2.2,2.2.5,No
axios,0.21.4,1.7.9,No
axobject-query,2.2.0,4.1.0,No
babel-plugin-add-react-displayname,0.0.5,0.0.5,No
babel-plugin-istanbul,6.1.1,7.0.0,No
babel-plugin-named-exports-order,0.0.2,0.0.2,No
babel-plugin-polyfill-corejs2,0.3.1,0.4.12,No
babel-plugin-polyfill-regenerator,0.3.1,0.6.3,No
babel-plugin-react-docgen,4.2.1,4.2.1,No
base64-js,1.5.1,1.5.1,No
big.js,5.2.2,6.2.2,No
bonjour-service,1.0.11,1.3.0,No
bowser,2.11.0,2.11.0,No
boxen,5.1.2,8.0.1,No
brace-expansion,1.1.11,4.0.0,No
browser-assert,1.2.1,1.2.1,No
browserslist,4.20.2,4.24.3,No
bs-logger,0.2.6,0.2.6,No
camel-case,4.1.2,5.0.0,No
cardinal,2.1.1,2.1.1,No
case-sensitive-paths-webpack-plugin,2.4.0,2.4.0,No
chrome-trace-event,1.0.3,1.0.4,No
clean-css,5.3.0,5.3.3,No
cli-progress,3.10.0,3.12.0,No
cli-truncate,3.1.0,4.0.0,No
clipboardy,2.3.0,4.0.0,No
cliui,7.0.4,8.0.1,No
clone-deep,4.0.1,4.0.1,No
combined-stream,1.0.8,1.0.8,No
common-path-prefix,3.0.0,3.0.0,No
commondir,1.0.1,1.0.1,No
compress-brotli,1.3.6,1.3.12,No
compressible,2.0.18,2.0.18,No
connect-history-api-fallback,1.6.0,2.0.0,No
conventional-changelog-conventionalcommits,4.6.3,8.0.0,No
convert-source-map,1.8.0,2.0.0,No
copy-to-clipboard,3.3.1,3.3.3,No
core-js-compat,3.22.2,3.39.0,No
core-js-pure,3.21.1,3.39.0,No
core-js,3.22.2,3.39.0,No
core-util-is,1.0.3,1.0.3,No
create-require,1.1.1,1.1.1,No
cross-fetch,3.1.5,4.0.0,No
css.escape,1.5.1,1.5.1,No
css,3.0.0,3.0.0,No
csv-parser,3.0.0,3.0.0,No
damerau-levenshtein,1.0.8,1.0.8,No
decamelize-keys,1.1.0,2.0.1,No
decode-uri-component,0.2.0,0.4.1,No
default-gateway,6.0.3,7.2.2,No
define-properties,1.1.4,1.2.1,No
del,4.1.1,8.0.0,No
depd,1.1.2,2.0.0,No
diff,4.0.2,7.0.0,No
dir-glob,3.0.1,3.0.1,No
dom-accessibility-api,0.5.13,0.7.0,No
dotenv,8.6.0,16.4.7,No
emojis-list,3.0.0,3.0.0,No
end-of-stream,1.4.4,1.4.4,No
entities,2.2.0,5.0.0,No
env-ci,5.5.0,11.1.0,No
errno,0.1.8,1.0.0,No
error-ex,1.3.2,1.3.2,No
error-stack-parser,2.0.7,2.1.4,No
es-module-lexer,0.9.3,1.5.4,No
escalade,3.1.1,3.2.0,No
escodegen,2.0.0,2.1.0,No
eslint-config-airbnb-base,15.0.0,15.0.0,No
eslint-import-resolver-node,0.3.6,0.3.9,No
eslint-module-utils,2.7.3,2.12.0,No
eslint-utils,3.0.0,3.0.0,No
espree,9.3.1,10.3.0,No
esprima,4.0.1,4.0.1,No
esquery,1.4.0,1.6.0,No
esrecurse,4.3.0,4.3.0,No
esutils,2.0.3,2.0.3,No
exceljs,4.4.0,4.4.0,No
express,4.17.3,4.21.2,No
external-editor,3.1.0,3.1.0,No
extract-files,11.0.0,13.0.0,No
extract-stack,2.0.0,3.0.0,No
fast-deep-equal,3.1.3,3.1.3,No
fast-json-stable-stringify,2.1.0,2.1.0,No
fastest-levenshtein,1.0.12,1.0.16,No
fb-watchman,2.0.1,2.0.2,No
file-entry-cache,6.0.1,10.0.4,No
file-selector,0.6.0,2.1.2,No
fill-range,4.0.0,7.1.1,No
filter-obj,1.1.0,6.1.0,No
for-each,0.3.3,0.3.3,No
fs.realpath,1.0.0,1.0.0,No
functional-red-black-tree,1.0.1,1.0.1,No
gaze,1.1.3,1.1.3,No
gensync,1.0.0-beta.2,1.0.0-beta.2,No
get-caller-file,2.0.5,2.0.5,No
git-parse,1.0.5,3.0.1,No
git-rev-sync,3.0.1,3.0.2,No
git-url-parse,11.5.0,16.0.0,No
glob-promise,3.4.0,6.0.7,No
global-agent,2.2.0,3.0.0,No
global,4.4.0,4.4.0,No
graphql-config,4.4.0,5.1.3,No
graphql-depth-limit,1.1.0,1.1.0,No
gzip-size,6.0.0,7.0.0,No
hard-rejection,2.1.0,2.1.0,No
has-symbols,1.0.3,1.1.0,No
has,1.0.3,1.0.4,No
he,1.2.0,1.2.0,No
headers-utils,3.0.2,3.0.2,No
history,4.10.1,5.3.0,No
hoist-non-react-statics,3.3.2,3.3.2,No
hosted-git-info,2.8.9,8.0.2,No
html-entities,2.3.3,2.5.2,No
html-escaper,2.0.2,3.0.3,No
html-parse-stringify,3.0.1,3.0.1,No
html-tags,3.2.0,4.0.0,No
http-proxy-middleware,2.0.6,3.0.3,No
human-signals,2.1.0,8.0.0,No
hyperlinker,1.0.0,1.0.0,No
import-local,3.1.0,3.2.0,No
imurmurhash,0.1.4,0.1.4,No
inflight,1.0.6,1.0.6,No
ioredis,5.3.2,5.4.1,No
ipaddr.js,2.0.1,2.2.0,No
is-accessor-descriptor,1.0.0,3.0.5,No
is-binary-path,2.1.0,3.0.0,No
is-core-module,2.9.0,2.16.0,No
is-data-descriptor,1.0.0,2.1.3,No
is-docker,2.2.1,3.0.0,No
is-extglob,2.1.1,2.1.1,No
is-node-process,1.0.1,1.2.0,No
is-obj,2.0.0,3.0.0,No
is-unicode-supported,0.1.0,2.1.0,No
isexe,2.0.0,3.1.1,No
isomorphic-fetch,3.0.0,3.0.0,No
jest-axe,6.0.0,9.0.0,No
jest-cli,27.5.1,29.7.0,No
jest-diff,27.5.1,29.7.0,No
jest-get-type,27.5.1,29.6.3,No
jest-serializer,27.5.1,28.0.0,No
js-levenshtein,1.1.6,1.1.6,No
jsedn,0.4.1,0.4.1,No
json-parse-better-errors,1.0.2,1.0.2,No
json-parse-even-better-errors,2.3.1,4.0.0,No
json-schema-traverse,0.4.1,1.0.0,No
json-stable-stringify-without-jsonify,1.0.1,1.0.1,No
jsx-ast-utils,3.2.2,3.3.5,No
language-tags,1.0.5,1.0.9,No
lilconfig,2.0.4,3.1.3,No
lines-and-columns,1.2.4,2.0.4,No
listr2,4.0.5,8.2.5,No
listr,0.14.3,0.14.3,No
locate-path,6.0.0,7.2.0,No
lodash-es,4.17.21,4.17.21,No
lodash.identity,3.0.0,3.0.0,No
lodash.lowercase,4.3.0,4.3.0,No
lodash.memoize,4.1.2,4.1.2,No
lodash.pickby,4.6.0,4.6.0,No
lodash,4.17.21,4.17.21,No
logform,2.4.0,2.7.0,No
loose-envify,1.4.0,1.4.0,No
lz-string,1.4.4,1.5.0,No
make-error,1.3.6,1.3.6,No
massive,6.11.2,6.11.3,No
memfs,3.4.4,4.15.0,No
merge-stream,2.0.0,2.0.0,No
merge2,1.4.1,1.4.1,No
mime,2.6.0,4.0.4,No
min-indent,1.0.1,1.0.1,No
minimist-options,4.1.0,4.1.0,No
minimist,1.2.6,1.2.8,No
nanoclone,0.2.1,1.0.2,No
natural-compare,1.4.0,1.4.0,No
natural-orderby,2.0.3,5.0.0,No
neo-async,2.6.2,2.6.2,No
nice-try,1.0.5,3.0.1,No
node-fetch,2.6.7,3.3.2,No
node-vault,0.10.2,0.10.2,No
nodemailer,6.9.12,6.9.16,No
np,7.6.1,10.1.0,No
numeral,2.0.6,2.0.6,No
object-assign,4.1.1,4.1.1,No
object-inspect,1.12.0,1.13.3,No
object-treeify,1.1.33,4.0.1,No
object.assign,4.1.2,4.1.5,No
object.entries,1.1.5,1.1.8,No
object.fromentries,2.0.5,2.0.8,No
object.getownpropertydescriptors,2.1.3,2.1.8,No
object.hasown,1.1.0,1.1.4,No
object.values,1.1.5,1.2.0,No
on-headers,1.0.2,1.0.2,No
once,1.4.0,1.4.0,No
opener,1.5.2,1.5.2,No
optimism,0.16.2,0.18.1,No
optionator,0.9.1,0.9.4,No
p-retry,4.6.1,6.2.1,No
p-try,2.2.0,3.0.0,No
param-case,3.0.4,4.0.0,No
parent-module,1.0.1,3.1.0,No
parse5,6.0.1,7.2.1,No
password-prompt,1.1.2,1.1.3,No
path-browserify,1.0.1,1.0.1,No
path-is-absolute,1.0.1,2.0.0,No
path-parse,1.0.7,1.0.7,No
path-to-regexp,6.2.0,8.2.0,No
pg,8.11.3,8.13.1,No
picomatch,2.3.1,4.0.2,No
pidtree,0.5.0,0.6.0,No
pirates,4.0.5,4.0.6,No
pkg-up,3.1.0,5.0.0,No
polished,4.2.2,4.3.1,No
portfinder,1.0.28,1.0.32,No
postcss-selector-parser,6.0.10,7.0.0,No
postcss-value-parser,4.2.0,4.2.0,No
pretty-error,4.0.0,4.0.0,No
process-nextick-args,2.0.1,2.0.1,No
process,0.11.10,0.11.10,No
property-expr,2.0.5,2.0.6,No
quick-lru,4.0.1,7.0.0,No
randombytes,2.1.0,2.1.0,No
rc,1.2.8,1.2.8,No
react-datepicker,4.13.0,7.5.0,No
react-element-to-jsx-string,14.3.4,15.0.0,No
react-error-boundary,3.1.4,4.1.2,No
react-inspector,5.1.1,6.0.2,No
react-number-format,4.9.4,5.4.2,No
react-overlays,5.1.1,5.2.1,No
react-range,1.8.12,1.10.0,No
react-router,5.1.2,7.0.2,No
react-select,5.3.0,5.9.0,No
react-side-effect,1.2.0,2.1.2,No
react-slick,0.28.1,0.30.2,No
react-transition-group,4.4.5,4.4.5,No
read-pkg,5.2.0,9.0.1,No
readdirp,3.6.0,4.0.2,No
rechoir,0.7.1,0.8.0,No
regexpp,3.2.0,3.2.0,No
relateurl,0.2.7,0.2.7,No
repeat-element,1.1.4,1.1.4,No
require-directory,2.1.1,2.1.1,No
requireindex,1.2.0,1.2.0,No
response-iterator,0.2.6,0.2.6,No
restore-cursor,3.1.0,5.1.0,No
run-async,2.4.1,3.0.0,No
scheduler,0.19.1,0.25.0,No
selfsigned,2.0.1,2.4.1,No
serve-handler,6.1.3,6.1.6,No
serve-index,1.9.1,1.9.1,No
shallow-equal,1.2.1,3.1.0,No
shebang-command,1.2.0,2.0.0,No
side-channel,1.0.4,1.1.0,No
signal-exit,3.0.7,4.1.0,No
sirv,1.0.19,3.0.0,No
snapdragon-node,2.1.1,3.0.0,No
snapdragon,0.8.2,0.12.1,No
sockjs,0.3.24,0.3.24,No
source-list-map,2.0.1,2.0.1,No
source-map-support,0.5.21,0.5.21,No
spdy,4.0.2,4.0.2,No
split-on-first,1.1.0,3.0.0,No
split-string,3.1.0,6.1.0,No
stable,0.1.8,0.1.8,No
storybook-i18n,1.0.11,3.1.1,No
strict-event-emitter,0.2.4,0.5.1,No
strict-uri-encode,2.0.0,2.0.0,No
string-argv,0.3.1,0.3.2,No
string-similarity,4.0.4,4.0.4,No
string.prototype.matchall,4.0.7,4.0.11,No
strip-final-newline,2.0.0,4.0.0,No
supports-hyperlinks,2.2.0,3.1.0,No
supports-preserve-symlinks-flag,1.0.0,1.0.0,No
table,6.8.0,6.9.0,No
telejson,5.3.3,7.2.0,No
text-table,0.2.0,0.2.0,No
through,2.3.8,2.3.8,No
tiny-invariant,1.2.0,1.3.3,No
tiny-warning,1.0.3,1.0.3,No
to-fast-properties,2.0.0,4.0.0,No
to-regex,3.0.2,3.0.2,No
toidentifier,1.0.1,1.0.1,No
toposort,2.0.2,2.0.2,No
tr46,2.1.0,5.0.0,No
trim-newlines,3.0.1,5.0.0,No
triple-beam,1.3.0,1.4.1,No
ts-dedent,2.2.0,2.2.0,No
tsconfig-paths,3.14.1,4.2.0,No
tsutils,3.21.0,3.21.0,No
tty,1.0.1,1.0.1,No
update-check,1.5.2,1.5.4,No
uri-js,4.4.1,4.4.1,No
util-deprecate,1.0.2,1.0.2,No
uuid-browser,3.1.0,3.1.0,No
v8-compile-cache-lib,3.0.1,3.0.1,No
v8-compile-cache,2.3.0,2.4.0,No
validate-npm-package-license,3.0.4,3.0.4,No
vary,1.1.2,1.1.2,No
walker,1.0.8,1.0.8,No
webpack-hot-middleware,2.25.1,2.26.1,No
webpack-log,2.0.0,3.0.2,No
wildcard,2.0.0,2.0.1,No
write-file-atomic,3.0.3,6.0.0,No
xml,1.0.1,1.0.1,No
yaml,1.10.2,2.6.1,No
yn,3.1.1,5.0.0,No
zen-observable-ts,1.2.5,1.1.0,No
@apollo/federation,0.38.1,Unknown,No
@apollographql/graphql-language-service-interface,2.0.2,Unknown,No
@aws-crypto/ie11-detection,3.0.0,Unknown,No
@aws-crypto/sha1-browser,3.0.0,Unknown,No
@aws-crypto/supports-web-crypto,3.0.0,Unknown,No
@aws-crypto/util,3.0.0,Unknown,No
@aws-sdk/client-firehose,3.529.1,Unknown,No
@aws-sdk/client-sso-oidc,3.360.0,Unknown,No
@aws-sdk/config-resolver,3.357.0,Unknown,No
@aws-sdk/eventstream-codec,3.357.0,Unknown,No
@aws-sdk/fetch-http-handler,3.357.0,Unknown,No
@aws-sdk/hash-node,3.357.0,Unknown,No
@aws-sdk/invalid-dependency,3.357.0,Unknown,No
@aws-sdk/is-array-buffer,3.310.0,Unknown,No
@aws-sdk/middleware-bucket-endpoint,3.525.0,Unknown,No
@aws-sdk/middleware-content-length,3.357.0,Unknown,No
@aws-sdk/middleware-endpoint-discovery,3.357.0,Unknown,No
@aws-sdk/middleware-endpoint,3.357.0,Unknown,No
@aws-sdk/middleware-expect-continue,3.523.0,Unknown,No
@aws-sdk/middleware-flexible-checksums,3.523.0,Unknown,No
@aws-sdk/middleware-location-constraint,3.523.0,Unknown,No
@aws-sdk/middleware-retry,3.357.0,Unknown,No
@aws-sdk/middleware-sdk-s3,3.525.0,Unknown,No
@aws-sdk/middleware-serde,3.357.0,Unknown,No
@aws-sdk/middleware-ssec,3.523.0,Unknown,No
@aws-sdk/middleware-stack,3.357.0,Unknown,No
@aws-sdk/node-config-provider,3.357.0,Unknown,No
@aws-sdk/node-http-handler,3.360.0,Unknown,No
@aws-sdk/signature-v4-multi-region,3.525.0,Unknown,No
@aws-sdk/smithy-client,3.360.0,Unknown,No
@aws-sdk/url-parser,3.357.0,Unknown,No
@aws-sdk/util-base64,3.310.0,Unknown,No
@aws-sdk/util-body-length-browser,3.310.0,Unknown,No
@aws-sdk/util-body-length-node,3.310.0,Unknown,No
@aws-sdk/util-defaults-mode-browser,3.360.0,Unknown,No
@aws-sdk/util-defaults-mode-node,3.360.0,Unknown,No
@aws-sdk/util-dynamodb,3.360.0,Unknown,No
